Date,time,operator,scriber,cleaving,Lot,Needle_maker,Needle_No,scribe_length,scribe_force,unseparate,peeling
2025/02/27,22:24:44,JC2024116,Scriber No.4,Cleaving No.7,24L1D1AL4Dg00,Ogura,,152.7,12.1,0,0
2025/02/28,0:03:39,JC2024116,Scriber No.3,Cleaving No.6,24L1D1AL5Bd01,Asahi,533,149.1,12.3,0,0
2025/02/28,1:08:51,JC2024116,Scriber No.7,Cleaving No.11,24L1D1AL5De00,Asahi,534,155.7,12.3,0,0
2025/02/28,2:35:01,JC2024116,Scriber No.5,Cleaving No.8,24L1D1AL2Cd01,Asahi,530,155.7,12.1,0,0
2025/02/28,3:20:51,JC2024116,Scriber No.8,Cleaving No.12,24L7DF955Ab01,Asahi,528,156.4,12.1,0,0
2025/02/28,5:20:43,JC2024116,Scriber No.6,Cleaving No.9,24L7DF950Ab01,Asahi,531,151.5,12.1,0,0
2025/02/28,9:04:22,JC2024116,Scriber No.6,Cleaving No.11,24L1D1AL3Dd01,Asahi,531,155.7,12,0.9,0
2025/02/28,11:43:25,JC2016103,Scriber No.6,Cleaving No.9,24L1D1ALPDa00,Asahi,537,150.2,12.2,0,0
2025/02/28,13:59:28,JC2016103,Scriber No.5,Cleaving No.8,24L1D1AL8Aa00,Asahi,538,154.4,12.2,0,0
2025/02/28,19:21:08,JC2016103,Scriber No.8,Cleaving No.12,24LADE932Bd01,Asahi,535,146,11.9,6.89,5
2025/02/28,19:23:49,JC2016103,Scriber No.8,Cleaving No.12,24LADE933Ae01,Asahi,535,156.2,12.3,0,0
2025/03/01,0:03:09,JC2024116,Scriber No.3,Cleaving No.7,24L1D1AL7Ag01,Asahi,,150.4,12.1,0,0
2025/03/01,0:28:17,JC2024116,Scriber No.7,Cleaving No.11,24L1D1ALBCe01,Asahi,534,156.4,12.2,0,0
2025/03/01,0:50:14,JC2024116,Scriber No.3,Cleaving No.6,24L1D1ALBDd01,Asahi,533,148.4,12,0.3,0
2025/03/01,1:36:24,JC2024116,Scriber No.6,Cleaving No.9,24L1D1ALBAg01,Asahi,537,150.4,12.2,0,0
2025/03/01,3:29:51,JC2024116,Scriber No.3,Cleaving No.6,24L1D1ALDCg01,Asahi,539,151.1,12,0,1
2025/03/01,4:04:19,JC2024116,Scriber No.2,Cleaving No.4,24L1D1ALDCa01,Asahi,532,160.2,7,0,0
2025/03/01,12:18:34,JC2024116,Scriber No.5,Cleaving No.8,24L1D1ALCDb01,Asahi,538,149.8,12.1,0,0
2025/03/01,14:45:46,JC2016103,Scriber No.8,Cleaving No.12,24L7DF943Ag01,Asahi,540,154.4,12.1,0,0
2025/03/01,19:22:29,JC2016103,Scriber No.2,Cleaving No.4,24L2D1ALQDg00,Asahi,541,161.9,7,0,0
2025/03/01,21:07:04,JC2016103,Scriber No.6,Cleaving No.9,24L2D1ALQAa00,Asahi,537,154.4,12,0,0
2025/03/02,0:41:44,JC2024116,Scriber No.7,Cleaving No.11,24L1D1ALKAb01,Asahi,534,155.7,12.3,0,0
2025/03/02,0:44:09,JC2024116,Scriber No.8,Cleaving No.12,24L1D1ALPBc01,Asahi,540,149.7,12.1,0,0
2025/03/02,2:33:21,JC2017031,Scriber No.4,Cleaving No.7,24L1D1ALJAa01,Ogura,0,153.3,12,0,0
2025/03/02,3:08:45,JC2024116,Scriber No.2,Cleaving No.4,24L2D1ALSAg01,Asahi,541,166.1,7,0,0
2025/03/02,3:09:47,JC2024116,Scriber No.2,Cleaving No.4,24L2D1ALSAg01,Asahi,541,166.1,7,0,0
2025/03/02,3:15:24,JC2024116,Scriber No.5,Cleaving No.7,24L2D1ALSCc01,Asahi,538,149.1,12.5,0,0
2025/03/02,8:35:38,JC2024116,Scriber No.3,Cleaving No.6,24L2D1ALVDg00,Asahi,539,151.8,12.4,0,1
2025/03/02,9:28:55,JC2024041,Scriber No.6,Cleaving No.9,24L1D1ALMBb01,Asahi,537,154.4,12,0,3
2025/03/02,9:44:19,JC2024041,Scriber No.5,Cleaving No.8,24L1D1ALMDb01,Asahi,538,149.1,12.5,0.1,0
2025/03/02,10:02:59,JC2024041,Scriber No.8,Cleaving No.12,24L2D1ALTDd01,Asahi,540,149.7,12.1,0,0
2025/03/02,10:17:40,JC2024041,Scriber No.7,Cleaving No.11,24L2D1ALUBc01,Asahi,542,152.7,12.4,0.9,2
2025/03/02,21:44:02,JC2019007,Scriber No.4,Cleaving No.7,24L2D1ALYCe01,Ogura,,150.8,12.1,1,0
2025/03/02,22:25:48,JC2024097,Scriber No.8,Cleaving No.12,24L2D1ALSCg00,Asahi,540,156.8,12.2,0,2
2025/03/02,22:59:07,JC2019007,Scriber No.7,Cleaving No.11,24L2D1ALXAb01,Asahi,542,155.4,11.8,0.79,2
2025/03/03,5:23:33,JC2019007,Scriber No.3,Cleaving No.6,24LONS280Bg00,Asahi,539,149.5,12.4,0,0
2025/03/03,6:34:32,JC2019007,Scriber No.2,Cleaving No.4,24KDSJ134Bc00,Asahi,541,160.7,7,0,0
2025/03/03,8:12:17,JC2024097,Scriber No.6,Cleaving No.9,24L7DF958Cc01,Asahi,543,151.4,11.9,0,0
2025/03/03,8:40:40,JC2019007,Scriber No.5,Cleaving No.8,24G3NT289Cb00,Asahi,544,151.4,12.4,1.53,0
2025/03/03,9:54:29,JC2024111,Scriber No.8,Cleaving No.12,24L7DF958Cg01,Asahi,540,156.8,12.2,0,0
2025/03/03,10:14:35,JC2024111,Scriber No.7,Cleaving No.11,24L8DHA0CCg01,Asahi,542,155.4,11.8,0.5,1
2025/03/03,14:58:26,JC2024041,Scriber No.3,Cleaving No.6,24L8DHA0EBb01,Asahi,545,149.1,12.3,0,0
2025/03/03,15:13:20,JC2024041,Scriber No.2,Cleaving No.4,24L8DHA0EAb01,Asahi,541,160.7,7,0,0
2025/03/03,18:47:06,JC2024111,Scriber No.4,Cleaving No.7,24LBDE988Ab01,Ogura,9,150.8,12.1,0.4,0
2025/03/03,19:44:10,JC2024041,Scriber No.7,Cleaving No.11,24LBDE988Cc01,Asahi,542,144.2,11.9,0.1,0
2025/03/03,23:04:33,JC2019007,Scriber No.5,Cleaving No.8,24LBDE989Bf00,Asahi,544,150.9,12.2,0.5,1
2025/03/03,23:25:02,JC2019007,Scriber No.6,Cleaving No.9,24LBDE991Dh00,Asahi,543,149.8,12.1,3.5,1
2025/03/04,0:04:43,JC2019007,Scriber No.2,Cleaving No.4,24LBDE991Cf00,Asahi,541,160.3,7,0,0
2025/03/04,1:32:43,JC2019007,Scriber No.3,Cleaving No.6,24J9NU370Be01,Asahi,545,147.8,12.4,0,0
2025/03/04,2:54:19,JC2019007,Scriber No.7,Cleaving No.11,24LBDE987Ad01,Asahi,542,157,11.8,0,0
2025/03/04,4:17:19,JC2019007,Scriber No.8,Cleaving No.12,24LBDE986Dg01,Asahi,546,150.8,12.2,0,0
2025/03/04,8:06:37,JC2024097,Scriber No.6,Cleaving No.9,24LBDE991Ag01,Asahi,547,154.2,12.3,0,2
2025/03/04,9:36:46,JC2024041,Scriber No.5,Cleaving No.8,24LBDE997Da00,Asahi,544,150.9,12.2,1.2,1
2025/03/04,9:54:19,JC2024041,Scriber No.6,Cleaving No.9,24LBDE991Dc01,Asahi,547,154.2,12.3,0,2
2025/03/04,10:18:09,JC2024041,Scriber No.7,Cleaving No.11,24LBDE992Ac01,Asahi,542,157,11.8,0,1
2025/03/04,10:19:46,JC2024041,Scriber No.8,Cleaving No.12,24LBDE991Be01,Asahi,546,150.8,12.2,0,0
2025/03/04,16:23:46,JC2024041,Scriber No.5,Cleaving No.8,24L8DHA0GCg01,Asahi,544,151.2,12.3,0,0
2025/03/04,20:33:53,JC2019007,Scriber No.4,Cleaving No.7,24L2D1AM1Cg01,Ogura,,149,12.2,0,1
2025/03/04,22:02:31,JC2024097,Scriber No.3,Cleaving No.6,24LBDE991Dg01,Asahi,545,149.1,12.1,0,1
2025/03/04,22:37:28,JC2019007,Scriber No.2,Cleaving No.4,24L2D1AM1De01,Asahi,548,162.3,7,0,0
2025/03/04,23:30:27,PF2025028,Scriber No.5,Cleaving No.8,24LBDEA04Ah00,Asahi,544,150.8,12,0,2
2025/03/05,1:42:03,JC2019007,Scriber No.6,Cleaving No.9,24L2D1AM0Ca01,Asahi,547,148.6,12,0,1
2025/03/05,4:41:51,JC2024097,Scriber No.7,Cleaving No.11,24LBDE997Cc01,Asahi,549,156.4,12.1,0,2
2025/03/05,7:40:44,JC2024097,Scriber No.8,Cleaving No.12,24LBDEA00Ab01,Asahi,546,147.9,12.1,0.14,3
2025/03/05,9:17:35,JC2024041,Scriber No.7,Cleaving No.11,24L9DHA0KCc01,Asahi,549,156.4,12.1,0,2
2025/03/05,9:32:23,JC2024041,Scriber No.8,Cleaving No.12,24LBDE997Dg01,Asahi,546,147.9,12.1,2.1,2
2025/03/05,9:42:58,JC2024041,Scriber No.5,Cleaving No.8,24L2D1AM4Ba01,Asahi,550,152.1,12.2,4.4,0
2025/03/05,9:57:05,JC2024041,Scriber No.3,Cleaving No.6,24L2D1AM4Bg01,Asahi,545,149.1,12.1,0,0
2025/03/05,18:09:55,JC2024111,Scriber No.6,Cleaving No.9,24LBDEA03Ch01,Asahi,547,155.7,12.4,3.7,1
2025/03/05,19:57:19,JC2024041,Scriber No.4,Cleaving No.7,24LBDEA04Ae01,Ogura,9,154.8,12.2,0,0
2025/03/05,23:13:32,JC2024097,Scriber No.5,Cleaving No.8,24L7DF964Dh00,Asahi,550,150.6,12.2,0,0
2025/03/05,23:41:30,JC2024097,Scriber No.6,Cleaving No.9,24L9DHA0LDa00,Asahi,551,151.8,12.2,0.89,3
2025/03/06,1:26:17,JC2019007,Scriber No.8,Cleaving No.12,24LBDEA04Ca01,Asahi,546,145.2,12.1,1.93,1
2025/03/06,1:50:57,JC2019007,Scriber No.6,Cleaving No.9,24LBDEA03Bd01,Asahi,551,149.1,12.1,0,0
2025/03/06,3:43:34,JC2024097,Scriber No.3,Cleaving No.6,24LBDEA0GDg01,Asahi,552,149.5,12.1,0.1,0
2025/03/06,6:12:41,JC2019007,Scriber No.2,Cleaving No.4,24LBDEA01Dc01,Asahi,548,160.3,7,0,0
2025/03/06,8:34:50,JC2019007,Scriber No.7,Cleaving No.11,24LBDEA0BDh01,Asahi,549,155.5,12.3,0,0
2025/03/06,9:40:59,JC2024116,Scriber No.2,Cleaving No.4,24LBDEA0ACc01,Asahi,548,160.3,7,0,0
2025/03/06,9:52:37,JC2024116,Scriber No.3,Cleaving No.6,24LBDEA0BCa01,Asahi,552,149.5,12.1,0,0
2025/03/06,13:01:12,JC2024116,Scriber No.8,Cleaving No.12,24LBDEA0CBg01,Asahi,553,155.7,12.1,0.2,5
2025/03/06,19:50:43,JC2017031,Scriber No.8,Cleaving No.12,24LBDEA05Bh01,Asahi,553,149.6,12,0.06,0
2025/03/06,20:08:48,JC2017031,Scriber No.6,Cleaving No.9,24L9DHA0UBf00,TECDIA,5,150.1,12,0,0
2025/03/06,22:31:50,JC2016103,Scriber No.6,Cleaving No.9,24L9DHA0QDa00,TECDIA,5,152.1,12,0,0
2025/03/06,23:01:34,JC2016103,Scriber No.2,Cleaving No.4,24L9DHA0WDa00,Asahi,548,160,7,0,0
2025/03/06,23:34:36,JC2016103,Scriber No.7,Cleaving No.11,24LBDEA06Bb01,Asahi,549,158.4,12.3,0,0
2025/03/06,23:51:12,JC2016103,Scriber No.4,Cleaving No.7,24LBDEA08Ab01,Ogura,4,154.8,12.1,0,0
2025/03/07,1:08:23,JC2016103,Scriber No.8,Cleaving No.12,24LYDF965Ab01,Asahi,553,152.4,12,4.61,0
2025/03/07,3:12:26,JC2016103,Scriber No.8,Cleaving No.12,24L9DHA0LAb01,Asahi,554,150.1,12.3,0,0
2025/03/07,5:40:48,JC2016103,Scriber No.5,Cleaving No.8,24LYDF967Aa00,Asahi,555,148.6,12.1,0,0
2025/03/07,8:13:51,JC2016103,Scriber No.3,Cleaving No.6,24MCDHA3JAh00,Asahi,552,154.4,12.2,0,0
2025/03/07,16:46:48,JC2024116,Scriber No.2,Cleaving No.4,24L9DHA0NAb01,Asahi,556,164.3,7,0,0
2025/03/07,17:18:28,JC2024116,Scriber No.7,Cleaving No.11,24L9DHA0NAg01,Asahi,557,155.7,12.2,0,1
2025/03/07,20:55:59,JC2016103,Scriber No.4,Cleaving No.7,24LBDEA07Dg01,Ogura,,150.9,12.3,0.2,1
2025/03/07,23:49:27,PF2025027,Scriber No.7,Cleaving No.11,24L9DHA0TDb01,Asahi,557,157.1,12,0.1,0
2025/03/07,23:55:44,PF2025027,Scriber No.3,Cleaving No.6,24L9DHA0TDg00,Asahi,552,159.4,12.1,0,0
2025/03/08,0:24:22,PF2025027,Scriber No.8,Cleaving No.12,24L9DHA0PCa01,Asahi,554,146.8,12.1,2.97,1
2025/03/08,0:36:04,PF2025027,Scriber No.5,Cleaving No.8,24LBDEA0HBb01,Asahi,555,152.2,11.6,0.74,0
